name,location,Date,Rating,Review,Image_Links
cathy,"Chicago, IL","Reviewed Aug. 23, 2019",1,"I have been a consistent customer of Starbucks for well over 10+ years, and have had some minor issues. Some I addressed others I simply let slide, mostly due to my rapport with the management managerial staff AND Baristas but however, my rapport is of little consequence after my recent experience at the hands of Starbucks. Apparently, they felt the need to take it upon themselves following a day's regular purchase of my caramel macchiato with 4 espresso shots no foam at 200 degrees. They then took an additional 150 stars from my rewards 3 consecutive times on the same day. ",['No Images']
Kathy,"Lakewood, OH","Reviewed Aug. 9, 2019",2,I went in to the new Starbucks in Lakewood on Detroit Ave. People bringing their dogs in to a good service area. I can see if it was a service dog that's different and Ali no mirrors in the bathroom. They should give free refills on coffee with the price they charge for coffee. Panera bread gives free refills. They should have a senior discount for people that can't afford Starbucks prices. Customer service was okay. Kathy.,['No Images']
vincent,"Acworth, GA","Reviewed Aug. 4, 2019",1,"They charge ~5$ for a chai tea Latte and does not train the employees how to make them, each store make it their own way. Horrific experience today at a Starbucks in Riverside, CA. They literally give me boiling Milk. I asked them to add more tea, then the lady in the store asked me, “You want more syrup?” How the hell a customer know you are using a secret syrup to make Chai tea latte. I repeatedly asked I need more tea.. Of course she got angry.. I have to walk away with the boiling milk. First of all you make the worst chai tea latte, still I am drinking it and you make it worst. Don't exploit customers like this. Hopefully somebody sees this and take necessary action.",['No Images']
Christopher,"Irving, TX","Reviewed July 31, 2019",1,Bought the cocoa cloud in a couple of locations and man what a waste of money. The last drink I got was 80-85% foam. This has been the trend. Pathetic especially since we are paying full price for the drink which is over after a couple of sips.,"['https://media.consumeraffairs.com/files/cache/reviews/starbucks_456919_thumbnail.jpg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_456922_thumbnail.jpg']"
Sunhee,"Davao, Other","Reviewed July 15, 2019",1,"I was a regular customer, ended up hating Starbucks due to their poor customer service and unkept promises. Let me write down what I have gone through: 1. Collected stickers (18 beverages) to collect 2019 Planner/Organizer. (Completed 4 Sets). 2. I have redeemed 2 of them. By February, their stocks were low, and choices were limited. The barista told me to wait for ""restocking"" for more choices. 3. By March, there were ZERO stocks and I was not able to collect 2 Planners. Baristas told me two choices: a) Wait until May; or b) Get 1,500 Php = 29.33 USD for each set. I decided to wait knowing that I have collected these stickers for the planner/organizer. I have spent more than 3,000Php per set and it does not compensate me with 1,500Php.",['No Images']
Akassh,"Charlotte, NC","Reviewed July 7, 2019",1,"I reached out to Starbucks customer service centre on 2 to 3 occasion and they will reward me with $10 card or free coffee but not solving the issue on the ground. Issue - when you ask for Tall and pay for Tall but you end up receiving one half or less. This isn’t about one location. This at multiple locations within Charlotte, NC and Richardson, TX. Learning - it’s top down message to reduce the quantity without letting customer know. Else why is it same across multiple locations. Option: 1) every time you buy request server to fill the cup up; but doesn’t work every time. Or 2) shift to other coffee brands. Question - is there anyone also feeling the same with reference to quantity or not? Personally - Seems I am done with Starbucks as I don’t believe money is the solution. It’s more about experience, quality and quantity (promised).",['No Images']
Robert,"Georgetown, TX","Reviewed July 7, 2019",1,"Treats customers rudely and insensitive to common moral fabric values. I cannot believe the company can treat people so rudely just because of the way they were dressed because they didn't agree with their ideas and image? Give me a break.. I thought Starbucks was supposed to be a welcoming place. The coffee is served too hot, and tastes burned. It is overpriced.",['No Images']
Emily,"Saint Petersburg, FL","Reviewed July 5, 2019",2,My daughter and I came in here two separate times. I specifically asked for them to add extra sugar for her passion fruit lemonade. They said they would. Both times they didn't. We won't be going back. I'm not into wasting money.,['No Images']
Forrest,"Draper, UT","Reviewed June 10, 2019",1,"I then called and tried to activate and I was told that I needed to go to the location it was purchased to use??? First of all it's in a different state and I don't know what location. It sounds like a dumb business practice. Normally you get a gift card and you go to their location and use what money is on it. It was prob only $20.00 to $100.00 but who knows, the card is now TRASH. Very poor policy for such a large corp.",['No Images']
Susie,"The Colony, TX","Reviewed June 7, 2019",1,"I have exhausted my efforts to get my Chase Starbucks' rewards from my new Starbucks' credit card. Per the original promotion, I was to get 4500 Starbucks rewards after I spend $500. I, of course, complied and Chase says I got my 4500 rewards but NOTHING In my Starbucks account. I called, emailed in April and again yesterday. BOTH TIMES A COMPLETE RUN AROUND. Chase blames Starbucks, and Starbucks blames Chase. I'M SICK AND TIRED of this runaround. Chase rep even told me to call STarbucks' Rewards ""Elevation team"" and even HE SAID it was Chase's fault and there is nothing he can do. WHAT THE **. I'm tired. Sick of this runaround. I want all my interest on this stupid credit card refunded, my annual fee refunded, immediately.",['No Images']
Swetha,"Los Angeles, CA","Reviewed June 1, 2019",1,"Very bad customer service. The person who takes order does not smile and is rude. I asked if an over the counter sandwich can be heated and she rudely responded ""No"" with stern blunt voice, no apology whatsoever. I also asked another person working at the bar for water, he said ""one minute plz"" and then ignored me and started walking around the kitchen for 3 minutes or more. Finally, I went back to the order area to order water, the new barista was polite and addressed the request. Overall, very rude staff, worst staff ever seen at Starbucks. No outlets either. This experience has made me never go to a Starbucks again, ever! Specially after the horrific thing they were in the news for. I usually don't believe everything that they say in the news but given my own personal experience, I think this Starbucks at Cypress Park, Los Angeles, CA has racist staff.",['No Images']
